Sweden, Live births by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 21/03/2016
Cohort  Age        Total
1877     20      2862.13
1877     21      4010.83
1877     22      5181.88
1877     23      6164.16
1877     24      6872.60
1877     25      7143.61
1877     26      7400.21
1877     27      7557.21
1877     28      7645.22
1877     29      7418.87
1877     30      7359.15
1877     31      7133.15
1877     32      6739.77
1877     33      6222.30
1877     34      5921.27
1877     35      5428.87
1877     36      4985.16
1877     37      4497.55
1877     38      3939.53
1877     39      3542.19
1877     40      3012.86
1877     41      2418.71
1877     42      1942.85
1877     43      1549.15
1877     44       973.63
1877     45       538.79
1877     46       246.06
1877     47       120.85
1877     48        45.81
1877     49        14.57
1877     50         3.11
1877     51         0.73
1877     52         0.00
1877     53         0.28
1877     54         0.00
1877     55+        0.00
1878     12-           .
1878     13         0.18
1878     14         1.12
1878     15        14.04
1878     16        84.98
1878     17       344.77
1878     18       888.28
1878     19      1750.01
1878     20      2842.89
1878     21      3971.62
1878     22      5168.70
1878     23      5997.55
1878     24      6529.01
1878     25      6847.31
1878     26      7108.51
1878     27      7316.41
1878     28      7434.58
1878     29      7293.57
1878     30      7167.03
1878     31      6727.59
1878     32      6333.51
1878     33      5940.73
1878     34      5595.78
1878     35      5115.67
1878     36      4700.63
1878     37      4229.24
1878     38      3733.55
1878     39      3414.22
1878     40      2728.75
1878     41      2426.09
1878     42      1945.75
1878     43      1363.61
1878     44       863.94
1878     45       511.58
1878     46       232.70
1878     47        99.66
1878     48        45.37
1878     49         9.70
1878     50         1.89
1878     51         0.00
1878     52         0.45
1878     53         0.71
1878     54         0.00
1878     55+        0.00
1879     12-        0.00
1879     13         0.00
1879     14         0.15
1879     15        17.95
1879     16       104.96
1879     17       389.98
1879     18       981.26
1879     19      1937.47
1879     20      3030.48
1879     21      4327.02
1879     22      5458.58
1879     23      6160.72
1879     24      6702.12
1879     25      7199.79
1879     26      7521.32
1879     27      7605.12
1879     28      7721.08
1879     29      7569.28
1879     30      7194.19
1879     31      6793.69
1879     32      6470.72
1879     33      5999.79
1879     34      5599.11
1879     35      5068.30
1879     36      4679.78
1879     37      4273.04
1879     38      3799.28
1879     39      3314.57
1879     40      2951.00
1879     41      2593.58
1879     42      1879.26
1879     43      1347.45
1879     44       846.93
1879     45       521.26
1879     46       233.78
1879     47        97.44
1879     48        38.77
1879     49         9.23
1879     50         2.46
1879     51         1.80
1879     52         0.54
1879     53         0.00
1879     54         0.00
1879     55+        0.00
1880     12-        0.00
1880     13         0.00
1880     14         3.58
1880     15        19.31
1880     16       114.33
1880     17       422.03
1880     18       986.11
1880     19      1912.16
1880     20      3031.42
1880     21      4168.80
1880     22      5075.93
1880     23      5819.96
1880     24      6424.52
1880     25      6907.80
1880     26      7306.95
1880     27      7250.55
1880     28      7472.84
1880     29      7109.61
1880     30      6751.69
1880     31      6337.30
1880     32      6140.92
1880     33      5653.55
1880     34      5269.26
1880     35      4747.16
1880     36      4413.96
1880     37      3995.24
1880     38      3536.75
1880     39      3308.18
1880     40      2943.99
1880     41      2285.72
1880     42      1725.46
1880     43      1251.19
1880     44       758.41
1880     45       442.16
1880     46       206.88
1880     47        96.67
1880     48        32.28
1880     49         9.56
1880     50         1.70
1880     51         2.39
1880     52         0.00
1880     53         0.00
1880     54         0.00
1880     55+        0.00
1881     12-        0.00
1881     13         0.83
1881     14         3.20
1881     15        16.14
1881     16       110.13
1881     17       426.14
1881     18      1029.87
1881     19      1940.06
1881     20      3036.15
1881     21      4062.42
1881     22      4998.30
1881     23      5872.46
1881     24      6465.36
1881     25      6848.02
1881     26      7249.59
1881     27      7313.31
1881     28      7291.52
1881     29      6881.74
1881     30      6614.74
1881     31      6220.12
1881     32      5943.05
1881     33      5525.76
1881     34      5057.07
1881     35      4691.42
1881     36      4334.00
1881     37      3847.56
1881     38      3766.47
1881     39      3428.11
1881     40      2727.06
1881     41      2172.45
1881     42      1655.78
1881     43      1176.37
1881     44       703.39
1881     45       420.32
1881     46       200.73
1881     47        86.77
1881     48        31.30
1881     49        12.04
1881     50         3.26
1881     51         0.99
1881     52         0.00
1881     53         0.00
1881     54         0.00
1881     55+        0.00
1882     12-        0.00
1882     13         0.16
1882     14         1.84
1882     15        25.73
1882     16       115.80
1882     17       431.44
1882     18      1063.15
1882     19      2049.09
1882     20      3025.40
1882     21      4100.38
1882     22      5092.24
1882     23      5982.65
1882     24      6654.69
1882     25      7054.59
1882     26      7407.15
1882     27      7270.66
1882     28      7159.91
1882     29      6742.23
1882     30      6549.75
1882     31      6229.95
1882     32      5691.44
1882     33      5384.04
1882     34      5015.52
1882     35      4628.77
1882     36      4226.71
1882     37      4064.26
1882     38      3892.84
1882     39      3183.03
1882     40      2591.23
1882     41      2105.99
1882     42      1593.80
1882     43      1082.15
1882     44       664.08
1882     45       420.46
1882     46       207.71
1882     47        82.27
1882     48        23.78
1882     49        10.31
1882     50         4.84
1882     51         0.74
1882     52         0.00
1882     53         0.00
1882     54         0.00
1882     55+        0.00
1883     12-        0.00
1883     13         0.82
1883     14         7.17
1883     15        31.38
1883     16       128.23
1883     17       453.17
1883     18      1084.00
1883     19      2027.90
1883     20      3006.02
1883     21      4080.09
1883     22      5114.00
1883     23      6026.89
1883     24      6766.23
1883     25      7174.61
1883     26      7232.50
1883     27      7011.11
1883     28      6993.29
1883     29      6572.42
1883     30      6398.32
1883     31      5986.18
1883     32      5539.87
1883     33      5323.11
1883     34      4882.22
1883     35      4457.19
1883     36      4448.16
1883     37      4164.02
1883     38      3537.11
1883     39      3026.03
1883     40      2490.93
1883     41      1997.70
1883     42      1508.92
1883     43      1002.51
1883     44       647.83
1883     45       381.42
1883     46       175.61
1883     47        75.90
1883     48        21.05
1883     49        11.97
1883     50         2.28
1883     51         0.00
1883     52         0.00
1883     53         0.00
1883     54         0.00
1883     55+        0.00
1884     12-        0.00
1884     13         0.17
1884     14         4.43
1884     15        26.99
1884     16       150.75
1884     17       480.10
1884     18      1135.95
1884     19      2083.73
1884     20      3199.54
1884     21      4328.10
1884     22      5454.85
1884     23      6363.95
1884     24      7056.09
1884     25      7339.97
1884     26      7374.29
1884     27      7171.68
1884     28      7176.97
1884     29      6769.01
1884     30      6493.93
1884     31      6051.28
1884     32      5792.55
1884     33      5475.40
1884     34      4881.36
1884     35      4867.99
1884     36      4795.16
1884     37      4055.33
1884     38      3499.72
1884     39      3017.12
1884     40      2437.96
1884     41      1994.28
1884     42      1466.99
1884     43      1013.21
1884     44       645.21
1884     45       361.23
1884     46       179.47
1884     47        81.71
1884     48        24.23
1884     49        13.46
1884     50         1.73
1884     51         0.27
1884     52         0.00
1884     53         0.00
1884     54         0.00
1884     55+        0.00
1885     12-        0.00
1885     13         0.00
1885     14         6.46
1885     15        28.64
1885     16       160.94
1885     17       457.77
1885     18      1132.07
1885     19      2090.39
1885     20      3250.64
1885     21      4497.61
1885     22      5586.75
1885     23      6453.01
1885     24      6888.59
1885     25      7173.73
1885     26      7225.39
1885     27      7094.78
1885     28      7083.01
1885     29      6583.13
1885     30      6339.26
1885     31      6045.16
1885     32      5605.83
1885     33      5232.46
1885     34      5219.82
1885     35      5040.46
1885     36      4391.22
1885     37      3770.82
1885     38      3331.20
1885     39      2828.11
1885     40      2308.66
1885     41      1860.82
1885     42      1394.94
1885     43       956.14
1885     44       613.26
1885     45       358.41
1885     46       161.44
1885     47        78.05
1885     48        28.20
1885     49         9.21
1885     50         1.57
1885     51         0.98
1885     52         0.00
1885     53         0.00
1885     54         0.00
1885     55+        0.00
1886     12-        0.00
1886     13         0.00
1886     14         3.57
1886     15        29.78
1886     16       142.40
1886     17       461.71
1886     18      1175.17
1886     19      2208.62
1886     20      3385.75
1886     21      4763.18
1886     22      5807.36
1886     23      6478.13
1886     24      6842.58
1886     25      7163.37
1886     26      7168.35
1886     27      7069.55
1886     28      6869.28
1886     29      6475.76
1886     30      6251.77
1886     31      6006.15
1886     32      5473.74
1886     33      5556.79
1886     34      5478.00
1886     35      4674.42
1886     36      4167.81
1886     37      3638.56
1886     38      3146.80
1886     39      2688.42
1886     40      2203.95
1886     41      1728.34
1886     42      1334.91
1886     43       913.69
1886     44       595.46
1886     45       323.39
1886     46       148.93
1886     47        72.81
1886     48        26.16
1886     49         9.26
1886     50         1.98
1886     51         0.72
1886     52         0.00
1886     53         0.00
1886     54         0.00
1886     55+        0.00
1887     12-        0.00
1887     13         0.00
1887     14         2.64
1887     15        29.65
1887     16       139.96
1887     17       505.49
1887     18      1240.58
1887     19      2347.55
1887     20      3640.94
1887     21      4961.71
1887     22      5871.25
1887     23      6469.22
1887     24      6911.47
1887     25      7172.49
1887     26      7117.98
1887     27      6973.97
1887     28      6723.13
1887     29      6555.46
1887     30      6178.95
1887     31      5861.37
1887     32      6024.28
1887     33      5808.87
1887     34      5038.42
1887     35      4459.84
1887     36      4062.30
1887     37      3550.29
1887     38      3032.63
1887     39      2578.31
1887     40      2130.83
1887     41      1660.47
1887     42      1241.38
1887     43       871.28
1887     44       541.67
1887     45       290.05
1887     46       159.67
1887     47        64.10
1887     48        20.38
1887     49         8.23
1887     50         1.14
1887     51         0.00
1887     52         0.00
1887     53         0.00
1887     54         0.00
1887     55+        0.00
1888     12-        0.00
1888     13         1.66
1888     14         4.12
1888     15        30.51
1888     16       151.28
1888     17       547.88
1888     18      1306.06
1888     19      2432.60
1888     20      3762.50
1888     21      4777.94
1888     22      5650.55
1888     23      6300.90
1888     24      6782.31
1888     25      6861.98
1888     26      6820.50
1888     27      6666.98
1888     28      6540.37
1888     29      6394.87
1888     30      6038.70
1888     31      6098.56
1888     32      6090.11
1888     33      5285.07
1888     34      4666.33
1888     35      4266.04
1888     36      3781.11
1888     37      3347.50
1888     38      2918.64
1888     39      2464.60
1888     40      2078.87
1888     41      1577.05
1888     42      1161.34
1888     43       819.70
1888     44       524.26
1888     45       282.36
1888     46       161.24
1888     47        53.73
1888     48        17.88
1888     49         5.89
1888     50         0.54
1888     51         0.00
1888     52         0.00
1888     53         0.00
1888     54         0.00
1888     55+        0.00
1889     12-        0.00
1889     13         1.15
1889     14         3.92
1889     15        32.01
1889     16       154.76
1889     17       584.82
1889     18      1351.50
1889     19      2437.40
1889     20      3600.87
1889     21      4502.22
1889     22      5286.53
1889     23      5989.26
1889     24      6392.74
1889     25      6453.40
1889     26      6411.89
1889     27      6358.60
1889     28      6200.46
1889     29      6024.41
1889     30      6284.00
1889     31      6141.11
1889     32      5316.58
1889     33      4902.09
1889     34      4387.62
1889     35      3987.94
1889     36      3469.21
1889     37      3134.73
1889     38      2726.88
1889     39      2283.05
1889     40      1914.14
1889     41      1486.21
1889     42      1052.77
1889     43       769.83
1889     44       467.53
1889     45       249.76
1889     46       137.71
1889     47        48.27
1889     48        15.68
1889     49         6.69
1889     50         1.93
1889     51         0.28
1889     52         0.00
1889     53         0.00
1889     54         0.00
1889     55+        0.00
1890     12-        0.00
1890     13         0.98
1890     14         7.09
1890     15        35.17
1890     16       162.28
1890     17       601.72
1890     18      1464.42
1890     19      2500.24
1890     20      3538.46
1890     21      4572.07
1890     22      5362.41
1890     23      6048.93
1890     24      6235.18
1890     25      6363.94
1890     26      6403.96
1890     27      6329.30
1890     28      6197.07
1890     29      6550.13
1890     30      6549.01
1890     31      5747.81
1890     32      5164.22
1890     33      4768.75
1890     34      4337.72
1890     35      3845.60
1890     36      3394.00
1890     37      3058.23
1890     38      2589.01
1890     39      2214.81
1890     40      1794.27
1890     41      1444.92
1890     42      1000.81
1890     43       734.83
1890     44       437.99
1890     45       269.36
1890     46       137.87
1890     47        52.63
1890     48        17.10
1890     49         4.66
1890     50         1.94
1890     51         0.71
1890     52         0.00
1890     53         0.00
1890     54         0.00
1890     55+        0.00
1891     12-        0.00
1891     13         1.01
1891     14         6.00
1891     15        36.39
1891     16       186.58
1891     17       640.40
1891     18      1446.25
1891     19      2492.93
1891     20      3604.44
1891     21      4759.88
1891     22      5475.76
1891     23      5976.91
1891     24      6166.81
1891     25      6487.93
1891     26      6537.39
1891     27      6398.97
1891     28      6872.45
1891     29      7048.37
1891     30      6076.44
1891     31      5497.86
1891     32      5104.23
1891     33      4653.18
1891     34      4241.56
1891     35      3688.81
1891     36      3320.66
1891     37      2929.18
1891     38      2486.08
1891     39      2144.56
1891     40      1722.10
1891     41      1396.11
1891     42      1000.77
1891     43       689.53
1891     44       418.65
1891     45       255.45
1891     46       124.45
1891     47        61.40
1891     48        21.64
1891     49         4.36
1891     50         1.02
1891     51         0.00
1891     52         0.00
1891     53         0.00
1891     54         0.00
1891     55+        0.00
1892     12-        0.00
1892     13         0.15
1892     14         5.24
1892     15        34.73
1892     16       188.21
1892     17       650.26
1892     18      1404.10
1892     19      2474.28
1892     20      3527.81
1892     21      4570.30
1892     22      5167.57
1892     23      5677.08
1892     24      5999.46
1892     25      6236.18
1892     26      6249.00
1892     27      6729.54
1892     28      6945.03
1892     29      6291.82
1892     30      5598.33
1892     31      5166.63
1892     32      4829.29
1892     33      4361.12
1892     34      3888.65
1892     35      3421.08
1892     36      3068.88
1892     37      2723.16
1892     38      2384.89
1892     39      1986.41
1892     40      1630.80
1892     41      1267.73
1892     42       956.24
1892     43       637.84
1892     44       392.43
1892     45       232.13
1892     46       131.87
1892     47        55.54
1892     48        17.59
1892     49         3.87
1892     50         1.71
1892     51         0.00
1892     52         0.00
1892     53         0.00
1892     54         0.00
1892     55+        0.00
1893     12-        0.00
1893     13         0.83
1893     14         4.80
1893     15        32.64
1893     16       196.89
1893     17       648.70
1893     18      1467.11
1893     19      2538.55
1893     20      3602.80
1893     21      4426.77
1893     22      5126.11
1893     23      5814.44
1893     24      6019.52
1893     25      6251.88
1893     26      6958.04
1893     27      7155.17
1893     28      6427.27
1893     29      6019.79
1893     30      5618.95
1893     31      5148.84
1893     32      4734.75
1893     33      4205.38
1893     34      3805.01
1893     35      3358.19
1893     36      3052.10
1893     37      2656.99
1893     38      2367.78
1893     39      1939.36
1893     40      1615.85
1893     41      1250.33
1893     42       968.26
1893     43       646.20
1893     44       400.72
1893     45       238.90
1893     46       120.51
1893     47        47.21
1893     48        19.37
1893     49         7.69
1893     50         1.00
1893     51         0.00
1893     52         0.00
1893     53         0.00
1893     54         0.00
1893     55+        0.00
1894     12-        0.00
1894     13         0.16
1894     14         9.56
1894     15        45.70
1894     16       204.28
1894     17       672.66
1894     18      1474.45
1894     19      2589.87
1894     20      3563.13
1894     21      4215.28
1894     22      5051.51
1894     23      5697.30
1894     24      5996.36
1894     25      6897.25
1894     26      7272.68
1894     27      6649.65
1894     28      6171.99
1894     29      5803.05
1894     30      5381.03
1894     31      4914.32
1894     32      4447.81
1894     33      4142.61
1894     34      3728.85
1894     35      3332.20
1894     36      3006.75
1894     37      2579.20
1894     38      2240.55
1894     39      1874.83
1894     40      1554.27
1894     41      1233.88
1894     42       958.00
1894     43       664.05
1894     44       405.15
1894     45       242.88
1894     46        98.80
1894     47        38.07
1894     48        19.60
1894     49         8.87
1894     50         1.00
1894     51         0.00
1894     52         0.00
1894     53         0.00
1894     54         0.00
1894     55+        0.00
1895     12-        0.00
1895     13         0.00
1895     14         5.86
1895     15        40.77
1895     16       221.01
1895     17       702.19
1895     18      1552.09
1895     19      2592.54
1895     20      3424.61
1895     21      4299.56
1895     22      5071.96
1895     23      5676.74
1895     24      6705.91
1895     25      7309.79
1895     26      6771.39
1895     27      6333.82
1895     28      6045.79
1895     29      5587.33
1895     30      5197.84
1895     31      4760.05
1895     32      4398.69
1895     33      4101.50
1895     34      3660.62
1895     35      3305.82
1895     36      2863.48
1895     37      2521.56
1895     38      2184.06
1895     39      1890.99
1895     40      1527.77
1895     41      1261.65
1895     42       930.12
1895     43       676.88
1895     44       401.33
1895     45       227.59
1895     46       115.97
1895     47        43.64
1895     48        20.13
1895     49         5.70
1895     50         0.74
1895     51         0.00
1895     52         0.00
1895     53         0.00
1895     54         0.00
1895     55+        0.00
1896     12-        0.00
1896     13         1.06
1896     14         6.09
1896     15        49.34
1896     16       217.69
1896     17       693.18
1896     18      1470.02
1896     19      2320.35
1896     20      3325.42
1896     21      4261.85
1896     22      5075.28
1896     23      6316.82
1896     24      7046.65
1896     25      6730.36
1896     26      6361.56
1896     27      5994.75
1896     28      5789.76
1896     29      5383.20
1896     30      4952.78
1896     31      4618.05
1896     32      4186.96
1896     33      3861.70
1896     34      3523.31
1896     35      3140.68
1896     36      2693.19
1896     37      2422.08
1896     38      2117.52
1896     39      1841.00
1896     40      1538.59
1896     41      1243.64
1896     42       910.74
1896     43       644.01
1896     44       406.27
1896     45       226.19
1896     46       132.27
1896     47        52.23
1896     48        18.53
1896     49         3.91
1896     50         1.39
1896     51         0.00
1896     52         0.00
1896     53         0.00
1896     54         0.00
1896     55+        0.00
1897     12-        0.81
1897     13         0.92
1897     14         3.96
1897     15        43.84
1897     16       209.73
1897     17       694.85
1897     18      1347.39
1897     19      2266.62
1897     20      3321.63
1897     21      4205.30
1897     22      5764.24
1897     23      6707.13
1897     24      6425.08
1897     25      6310.02
1897     26      6091.66
1897     27      5901.79
1897     28      5588.19
1897     29      5111.33
1897     30      4778.16
1897     31      4425.66
1897     32      4025.09
1897     33      3738.64
1897     34      3471.73
1897     35      3068.98
1897     36      2653.16
1897     37      2358.18
1897     38      2068.73
1897     39      1818.51
1897     40      1521.87
1897     41      1223.50
1897     42       890.95
1897     43       606.60
1897     44       394.50
1897     45       241.29
1897     46       110.40
1897     47        44.73
1897     48        14.87
1897     49         8.09
1897     50         4.09
1897     51         0.00
1897     52         0.27
1897     53         0.00
1897     54         0.00
1897     55+        0.00
1898     12-        0.18
1898     13         0.00
1898     14         5.67
1898     15        42.62
1898     16       213.42
1898     17       640.10
1898     18      1309.72
1898     19      2262.09
1898     20      3208.75
1898     21      4906.41
1898     22      6134.97
1898     23      6140.47
1898     24      6087.14
1898     25      6158.93
1898     26      5991.24
1898     27      5854.21
1898     28      5394.54
1898     29      5095.30
1898     30      4772.86
1898     31      4354.19
1898     32      4115.54
1898     33      3730.69
1898     34      3381.41
1898     35      2997.09
1898     36      2737.86
1898     37      2407.14
1898     38      2119.72
1898     39      1838.11
1898     40      1573.42
1898     41      1217.97
1898     42       885.16
1898     43       620.80
1898     44       403.89
1898     45       237.82
1898     46       106.80
1898     47        48.68
1898     48        14.96
1898     49         4.35
1898     50         1.47
1898     51         0.50
1898     52         0.72
1898     53         0.00
1898     54         0.00
1898     55+        0.00
1899     12-        0.00
1899     13         0.00
1899     14         4.96
1899     15        38.21
1899     16       192.79
1899     17       567.52
1899     18      1217.98
1899     19      2079.74
1899     20      3665.06
1899     21      5222.72
1899     22      5346.12
1899     23      5445.45
1899     24      5684.49
1899     25      5687.91
1899     26      5579.36
1899     27      5395.90
1899     28      5005.07
1899     29      4841.86
1899     30      4561.17
1899     31      4220.18
1899     32      3903.02
1899     33      3504.49
1899     34      3174.84
1899     35      2915.56
1899     36      2705.18
1899     37      2449.08
1899     38      2101.81
1899     39      1825.63
1899     40      1547.93
1899     41      1161.61
1899     42       924.49
1899     43       683.38
1899     44       461.41
1899     45       236.68
1899     46       114.10
1899     47        54.07
1899     48        16.29
1899     49         3.01
1899     50         0.43
1899     51         0.49
1899     52         0.00
1899     53         0.00
1899     54         0.00
1899     55+        0.00
1900     12-        0.00
1900     13         0.00
1900     14         3.52
1900     15        37.63
1900     16       180.99
1900     17       527.99
1900     18      1176.66
1900     19      2616.08
1900     20      4295.35
1900     21      4882.74
1900     22      5180.84
1900     23      5497.79
1900     24      5767.61
1900     25      5733.06
1900     26      5534.92
1900     27      5490.58
1900     28      5143.25
1900     29      4911.26
1900     30      4694.25
1900     31      4368.60
1900     32      3954.90
1900     33      3591.53
1900     34      3379.90
1900     35      3097.70
1900     36      2832.32
1900     37      2597.35
1900     38      2266.44
1900     39      1917.37
1900     40      1587.91
1900     41      1327.68
1900     42      1090.79
1900     43       747.57
1900     44       479.78
1900     45       251.31
1900     46       130.91
1900     47        58.05
1900     48        18.48
1900     49         4.14
1900     50         1.09
1900     51         0.32
1900     52         0.00
1900     53         0.00
1900     54         0.00
1900     55+        0.00
1901     12-        0.79
1901     13         0.00
1901     14         4.52
1901     15        42.00
1901     16       172.50
1901     17       477.61
1901     18      1552.24
1901     19      2950.13
1901     20      3887.30
1901     21      4446.97
1901     22      5018.54
1901     23      5414.53
1901     24      5568.35
1901     25      5583.76
1901     26      5446.58
1901     27      5291.95
1901     28      5101.49
1901     29      4835.33
1901     30      4547.63
1901     31      4209.26
1901     32      3872.07
1901     33      3649.85
1901     34      3481.66
1901     35      3148.73
1901     36      2921.07
1901     37      2603.43
1901     38      2244.72
1901     39      1941.14
1901     40      1717.10
1901     41      1448.77
1901     42      1113.26
1901     43       759.51
1901     44       465.29
1901     45       260.49
1901     46       133.97
1901     47        64.63
1901     48        18.04
1901     49         4.37
1901     50         1.45
1901     51         0.99
1901     52         0.00
1901     53         0.00
1901     54         0.00
1901     55+        0.00
1902     12-        0.20
1902     13         0.00
1902     14         4.72
1902     15        37.54
1902     16       150.58
1902     17       647.81
1902     18      1781.78
1902     19      2740.84
1902     20      3575.00
1902     21      4261.32
1902     22      4943.87
1902     23      5231.87
1902     24      5326.53
1902     25      5426.73
1902     26      5345.04
1902     27      5098.60
1902     28      5076.86
1902     29      4797.68
1902     30      4442.62
1902     31      4133.01
1902     32      3886.14
1902     33      3713.07
1902     34      3508.11
1902     35      3210.81
1902     36      3024.01
1902     37      2579.49
1902     38      2299.34
1902     39      2053.90
1902     40      1892.91
1902     41      1566.78
1902     42      1127.98
1902     43       780.60
1902     44       458.46
1902     45       243.96
1902     46       117.46
1902     47        55.37
1902     48        15.30
1902     49         3.24
1902     50         0.00
1902     51         0.67
1902     52         0.00
1902     53         0.00
1902     54         0.00
1902     55+        0.00
1903     12-        0.00
1903     13         1.67
1903     14         4.75
1903     15        27.13
1903     16       187.22
1903     17       738.97
1903     18      1583.38
1903     19      2501.25
1903     20      3292.73
1903     21      4088.61
1903     22      4681.32
1903     23      4898.06
1903     24      5079.59
1903     25      5100.16
1903     26      5142.11
1903     27      5032.37
1903     28      4916.24
1903     29      4561.88
1903     30      4324.59
1903     31      4104.23
1903     32      3929.21
1903     33      3760.09
1903     34      3497.93
1903     35      3341.05
1903     36      2983.38
1903     37      2580.10
1903     38      2527.13
1903     39      2285.60
1903     40      2009.70
1903     41      1622.81
1903     42      1102.31
1903     43       717.81
1903     44       433.47
1903     45       231.04
1903     46       106.68
1903     47        43.61
1903     48        14.61
1903     49         4.40
1903     50         0.25
1903     51         0.00
1903     52         0.00
1903     53         0.00
1903     54         0.00
1903     55+        0.00
1904     12-        0.00
1904     13         0.80
1904     14         3.69
1904     15        40.68
1904     16       225.72
1904     17       679.20
1904     18      1456.72
1904     19      2416.33
1904     20      3304.50
1904     21      4052.17
1904     22      4589.20
1904     23      4968.49
1904     24      4971.76
1904     25      5094.25
1904     26      5138.75
1904     27      5034.08
1904     28      4754.85
1904     29      4481.96
1904     30      4348.89
1904     31      4290.84
1904     32      4077.69
1904     33      3935.78
1904     34      3687.59
1904     35      3373.23
1904     36      2944.33
1904     37      2845.53
1904     38      2857.92
1904     39      2531.76
1904     40      2131.66
1904     41      1613.58
1904     42      1121.17
1904     43       732.67
1904     44       432.69
1904     45       219.56
1904     46       103.80
1904     47        36.97
1904     48        12.86
1904     49         3.57
1904     50         0.74
1904     51         0.00
1904     52         0.00
1904     53         0.00
1904     54         0.00
1904     55+        0.00
1905     12-        0.81
1905     13         0.50
1905     14         3.22
1905     15        43.11
1905     16       216.25
1905     17       651.22
1905     18      1370.10
1905     19      2436.61
1905     20      3368.38
1905     21      3999.93
1905     22      4576.29
1905     23      4908.42
1905     24      5011.98
1905     25      5136.28
1905     26      5054.23
1905     27      4993.78
1905     28      4671.86
1905     29      4579.42
1905     30      4507.50
1905     31      4499.19
1905     32      4239.17
1905     33      4070.17
1905     34      3723.23
1905     35      3401.32
1905     36      3381.11
1905     37      3263.44
1905     38      3078.48
1905     39      2641.17
1905     40      2196.41
1905     41      1588.65
1905     42      1142.94
1905     43       729.66
1905     44       396.57
1905     45       200.61
1905     46       112.85
1905     47        41.24
1905     48         7.50
1905     49         3.99
1905     50         0.26
1905     51         0.00
1905     52         0.00
1905     53         0.00
1905     54         0.00
1905     55+        0.00
1906     12-        0.18
1906     13         0.00
1906     14         4.16
1906     15        33.17
1906     16       197.26
1906     17       647.56
1906     18      1395.28
1906     19      2402.94
1906     20      3335.37
1906     21      4010.87
1906     22      4440.59
1906     23      4881.21
1906     24      5052.96
1906     25      5049.66
1906     26      4957.20
1906     27      4872.58
1906     28      4718.23
1906     29      4791.48
1906     30      4699.19
1906     31      4532.34
1906     32      4487.97
1906     33      4012.62
1906     34      3690.42
1906     35      3905.26
1906     36      3982.78
1906     37      3689.12
1906     38      3257.42
1906     39      2670.90
1906     40      2111.09
1906     41      1589.16
1906     42      1092.61
1906     43       664.88
1906     44       373.78
1906     45       190.93
1906     46        91.41
1906     47        40.43
1906     48        10.16
1906     49         5.25
1906     50         0.74
1906     51         0.00
1906     52         0.00
1906     53         0.00
1906     54         0.00
1906     55+        0.00
1907     12-        0.00
1907     13         0.83
1907     14         7.38
1907     15        40.96
1907     16       184.33
1907     17       643.12
1907     18      1469.64
1907     19      2403.25
1907     20      3384.15
1907     21      4083.15
1907     22      4542.14
1907     23      4939.55
1907     24      4993.71
1907     25      4953.96
1907     26      4879.46
1907     27      4885.26
1907     28      4926.48
1907     29      5042.24
1907     30      4898.77
1907     31      4715.05
1907     32      4521.43
1907     33      4083.95
1907     34      4180.57
1907     35      4502.15
1907     36      4280.82
1907     37      3847.37
1907     38      3161.12
1907     39      2577.83
1907     40      2006.62
1907     41      1529.58
1907     42       957.44
1907     43       602.07
1907     44       356.51
1907     45       176.17
1907     46        82.64
1907     47        38.17
1907     48        10.51
1907     49         1.41
1907     50         0.00
1907     51         0.00
1907     52         0.00
1907     53         0.00
1907     54         0.00
1907     55+        0.00
1908     12-        0.99
1908     13         1.00
1908     14         9.45
1908     15        49.62
1908     16       198.81
1908     17       677.35
1908     18      1500.37
1908     19      2475.23
1908     20      3359.97
1908     21      4083.20
1908     22      4567.50
1908     23      4766.40
1908     24      4818.95
1908     25      4788.72
1908     26      4956.04
1908     27      5077.68
1908     28      5189.07
1908     29      5279.76
1908     30      5117.06
1908     31      4786.19
1908     32      4509.25
1908     33      4681.88
1908     34      4888.35
1908     35      4883.09
1908     36      4427.86
1908     37      3785.42
1908     38      3098.11
1908     39      2510.65
1908     40      1920.28
1908     41      1378.15
1908     42       870.68
1908     43       577.88
1908     44       357.88
1908     45       173.27
1908     46        79.98
1908     47        31.23
1908     48         6.69
1908     49         0.99
1908     50         0.00
1908     51         0.00
1908     52         0.00
1908     53         0.00
1908     54         0.00
1908     55+        0.00
1909     12-        0.00
1909     13         0.15
1909     14         7.83
1909     15        45.70
1909     16       217.33
1909     17       699.23
1909     18      1581.47
1909     19      2557.78
1909     20      3495.09
1909     21      4060.78
1909     22      4572.11
1909     23      4659.38
1909     24      4739.87
1909     25      4937.20
1909     26      5218.71
1909     27      5326.30
1909     28      5431.43
1909     29      5577.95
1909     30      5224.74
1909     31      4945.52
1909     32      5141.18
1909     33      5451.33
1909     34      5440.37
1909     35      5038.51
1909     36      4459.52
1909     37      3709.64
1909     38      3077.35
1909     39      2422.97
1909     40      1786.56
1909     41      1286.28
1909     42       883.25
1909     43       584.08
1909     44       345.37
1909     45       187.79
1909     46        82.81
1909     47        29.64
1909     48         6.02
1909     49         2.50
1909     50         0.33
1909     51         0.00
1909     52         0.00
1909     53         0.00
1909     54         0.00
1909     55+        0.00
1910     12-        0.00
1910     13         0.00
1910     14         4.66
1910     15        35.17
1910     16       219.48
1910     17       670.68
